Name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Played
265,0.8,0.635,3,-9.797,0,0.055,0.423,0,0.0613,0.0758,109.998,96810,4,0
266,0.936,0.556,10,-11.409,0,0.0699,0.117,1.59E-05,0.112,0.22,119.969,84072,4,0
267,0.502,0.39,11,-13.085,0,0.217,0.729,7.77E-06,0.142,0.49,77.723,51069,5,0
268,0.552,0.288,6,-12.867,0,0.0296,0.0903,0.394,0.161,0.0511,130.012,118073,4,0
269,0.485,0.396,10,-15.955,0,0.0838,0.465,0.05,0.33,0.549,108.06,143151,4,0
270,0.503,0.635,1,-9.149,1,0.377,0.318,0,0.538,0.357,84.139,58680,4,0
271,0.612,0.222,11,-19.984,0,0.0876,0.803,0.0461,0.33,0.0611,130.101,157224,4,0
272,0.845,0.526,2,-11.284,0,0.0329,0.204,0.138,0.13,0.496,123.001,125333,4,0
273,0.54,0.353,0,-18.011,1,0.0345,0.231,0.862,0.106,0.291,114.001,117734,3,0
274,0.786,0.661,8,-7.053,0,0.069,0.192,0.000255,0.0566,0.355,135.02,100667,4,0
275,0.159,0.201,10,-17.512,0,0.0337,0.0109,0.76,0.153,0.0366,84.103,40800,1,0
276,0.731,0.465,0,-12.298,0,0.042,0.104,0.781,0.184,0.449,111.362,95164,4,0
277,0.272,0.527,2,-13.339,1,0.0756,0.00432,0.836,0.169,0.0756,124.364,195504,3,0
278,0.72,0.806,0,-7.789,1,0.0804,0.193,0,0.126,0.411,122.96,83304,4,0
279,0.662,0.293,7,-14.564,1,0.0484,0.343,0.939,0.11,0.222,119.991,88320,4,0
280,0.591,0.0245,10,-24.25,0,0.0809,0.792,0.914,0.11,0.0927,51.965,34848,4,0
281,0.561,0.353,2,-14.75,1,0.104,0.823,0.000478,0.105,0.148,114.977,137874,4,0
282,0.743,0.412,4,-13.336,0,0.0443,0.0871,0.00343,0.0963,0.0303,118.028,146064,4,1
283,0.764,0.729,9,-9.012,1,0.163,0.142,0.00193,0.123,0.667,147.022,223562,4,0
284,0.762,0.423,4,-13.046,0,0.0751,0.00532,0.0651,0.146,0.73,123.971,171531,4,0
285,0.712,0.474,10,-11.429,1,0.0715,0.676,0.591,0.107,0.873,73.118,165000,4,0
286,0.517,0.014,0,-30.449,1,0.113,0.996,0.961,0.115,0,120.516,26184,3,0
287,0.658,0.276,7,-18.749,1,0.0392,0.591,0.29,0.112,0.197,102.04,132310,4,0
288,0.782,0.866,7,-5.625,1,0.253,0.121,1.46E-05,0.138,0.342,166.01,129802,4,0
289,0.606,0.364,5,-16.03,1,0.491,0.925,0.0214,0.102,0.472,86.333,111203,4,0
290,0.444,0.413,6,-17.976,0,0.0291,0.508,0.788,0.127,0.597,149.2,147409,4,0
291,0,0.0908,11,-23.27,0,0,0.737,0,0.124,0,0,86073,0,0
292,0.562,0.392,1,-16.807,1,0.0741,0.251,0.0927,0.323,0.141,114.948,84062,4,0
293,0.783,0.278,2,-13.572,1,0.286,0.132,0.00721,0.0835,0.358,79.996,156970,4,0
294,0.369,0.782,2,-10.921,1,0.252,0.00456,5.82E-06,0.385,0.713,175.561,75048,4,0
295,0.605,0.309,2,-15.156,1,0.0967,0.329,0.0102,0.103,0.435,78.486,104411,4,0
296,0.756,0.454,10,-11.907,0,0.039,0.043,0.0048,0.11,0.117,120.027,176118,4,0
297,0.707,0.311,7,-15.504,1,0.0303,0.176,0.00968,0.126,0.201,135.092,168934,4,0
298,0.746,0.268,8,-17.889,1,0.0504,0.864,0.89,0.116,0.0353,102.014,113568,4,0
299,0.817,0.556,11,-13.588,1,0.0845,0.137,0.345,0.632,0.332,137.053,145581,4,0
300,0.689,0.41,1,-11.468,1,0.044,0.171,0.607,0.261,0.152,140.023,137064,4,0
301,0.641,0.223,6,-17.933,0,0.191,0.79,0.905,0.0859,0.363,147.899,165461,4,0
302,0.777,0.594,10,-9.105,0,0.0641,0.0171,4.31E-05,0.0511,0.0613,80.006,96504,4,0
303,0.484,0.234,10,-24.07,1,0.0937,0.276,0.453,0.262,0.251,98.316,57552,4,0
304,0.512,0.467,2,-14.297,1,0.0414,0.012,0.38,0.173,0.382,176.004,140424,3,0
305,0.837,0.491,1,-12.928,1,0.0465,0.0415,0.207,0.111,0.699,108.001,82077,4,0
306,0.598,0.449,7,-13.059,0,0.0367,0.253,0.234,0.366,0.183,119.939,129489,4,0
307,0.0794,0.0387,9,-26.761,1,0.0391,0.965,0.984,0.35,0.0376,172.683,107500,1,0
308,0.584,0.64,1,-13.696,1,0.0349,0.000958,0.3,0.186,0.381,127.447,114965,4,0
309,0.846,0.452,10,-12.64,0,0.0399,0.344,0.000895,0.103,0.0957,111.008,174216,4,0
310,0.631,0.719,5,-8.483,1,0.15,0.121,0.000262,0.108,0.0575,82.021,163392,4,0
311,0.858,0.525,10,-10.525,0,0.104,0.153,8.58E-05,0.102,0.581,152.984,83160,4,0
312,0.607,0.321,7,-16.448,1,0.172,0.509,0.279,0.12,0.317,166.029,154645,4,0
313,0.39,0.369,2,-15.658,0,0.067,0.852,0.868,0.109,0.267,153.687,87771,3,0
314,0.647,0.5,9,-12.386,1,0.0431,0.00149,0,0.364,0.128,117.966,130247,4,0
315,0.818,0.483,9,-9.602,1,0.118,0.0375,0.00634,0.111,0.161,110.091,139560,4,0
316,0.303,0.124,10,-24.865,0,0.0384,0.826,0.662,0.0963,0.0384,58.493,48091,4,0
317,0.703,0.383,8,-11.09,1,0.0438,0.558,0.136,0.169,0.0831,110.018,110016,4,0
318,0.763,0.46,7,-15.612,1,0.0581,0.742,0.000205,0.108,0.24,141.931,183510,4,0
319,0.562,0.719,4,-9.512,1,0.0382,0.318,0.116,0.0984,0.468,160.147,98983,4,0
320,0.513,0.231,7,-13.492,0,0.0593,0.587,0.314,0.36,0.0329,80.463,250070,4,0
321,0.659,0.342,5,-16.172,0,0.0486,0.0905,0.9,0.172,0.0567,144.071,139311,4,0
322,0.652,0.372,7,-12.695,0,0.0477,0.518,0.000143,0.108,0.106,117.777,178364,3,0
323,0.809,0.706,6,-6.717,1,0.162,0.0376,0.000311,0.117,0.534,79.472,107808,4,1
324,0.674,0.535,4,-10.784,1,0.0293,0.047,0.00031,0.125,0.438,119.975,95948,4,0
325,0.691,0.404,5,-17.76,1,0.131,0.581,0.0187,0.0904,0.0577,73.304,120424,5,0
326,0.171,0.08,4,-32.228,1,0.0335,0.83,0.772,0.114,0.136,79.151,38191,4,0
327,0.639,0.281,8,-12.609,1,0.0521,0.0293,0.026,0.0851,0.219,119.945,128052,4,0
328,0.589,0.258,6,-18.702,0,0.147,0.762,0.0197,0.125,0.077,124.045,120424,4,0
329,0.557,0.369,11,-11.743,0,0.0461,0.739,0,0.118,0.143,124.903,122723,4,0
330,0.531,0.578,10,-10.93,0,0.0444,0.53,0.237,0.0841,0.0883,173.964,132048,4,0
331,0.646,0.775,11,-12.37,0,0.0696,0.000151,0.00195,0.407,0.578,120.077,106553,4,0
332,0.713,0.29,7,-16.365,1,0.0647,0.686,0.807,0.318,0.121,124.941,139440,4,1
333,0.809,0.413,2,-14.389,1,0.0534,0.277,0.902,0.112,0.0361,119.954,117552,4,0
334,0.724,0.541,8,-12.127,1,0.0579,0.517,0.00236,0.105,0.181,110.6,105064,4,0
335,0.691,0.826,2,-8.544,1,0.0664,0.00248,0,0.116,0.231,129.377,119667,4,0
336,0.499,0.0687,4,-21.13,0,0.0507,0.883,0.959,0.111,0.138,60.045,46472,5,0
337,0.719,0.4,6,-10.997,1,0.0573,0.167,0.0331,0.108,0.656,155.974,150152,4,0
338,0.602,0.733,2,-9.536,0,0.0399,0.051,0.00115,0.144,0.106,120.076,96575,4,0
339,0.697,0.794,9,-9.091,1,0.0636,0.779,0.158,0.106,0.3,116.034,109113,4,0
340,0.644,0.375,1,-10.201,1,0.0275,0.416,0.112,0.116,0.0399,105.042,166000,4,0
341,0.506,0.525,10,-10.603,0,0.0696,0.216,0.0406,0.0848,0.686,116.247,116062,4,0
342,0.604,0.436,0,-12.613,1,0.215,0.238,1.05E-05,0.113,0.0791,139.918,212062,4,0
343,0.869,0.461,0,-9.27,1,0.0959,0.548,0.000874,0.102,0.0374,119.974,102744,4,0
344,0.66,0.427,2,-8.752,1,0.0367,0.209,0.0237,0.104,0.122,117.966,80904,4,0
345,0.666,0.444,2,-12.383,1,0.0367,0.248,0.0126,0.12,0.856,132.999,151510,4,0
346,0.911,0.293,2,-10.701,1,0.14,0.251,0.000328,0.107,0.248,124.027,92808,4,0
347,0.622,0.0558,2,-25.095,0,0.038,0.868,0.845,0.112,0.185,102.86,98821,3,0
348,0.441,0.25,8,-13.296,1,0.0463,0.144,0.0705,0.0922,0.0395,179.647,197064,5,0
349,0.726,0.646,2,-8.192,1,0.221,0.765,0.00174,0.0979,0.439,75.045,145800,4,0
350,0.656,0.472,8,-12.066,1,0.0343,0.266,0.0308,0.101,0.163,150.06,114573,4,0
351,0.784,0.432,0,-10.672,1,0.263,0.297,3.71E-05,0.111,0.209,91.082,131625,4,0
352,0.328,0.335,1,-21.142,0,0.115,0.561,0.923,0.107,0.0331,81.205,50077,4,0
353,0.732,0.535,4,-8.751,0,0.0405,0.0751,0.00018,0.105,0.441,117.985,115056,4,0
354,0.7,0.597,11,-10.987,0,0.0431,0.0349,0.000778,0.158,0.147,130.029,88581,4,0
355,0.686,0.468,6,-8.474,1,0.0912,0.0423,0,0.0603,0.197,74.99,179333,4,0
356,0.574,0.0981,7,-19.325,0,0.0419,0.943,0.0435,0.1,0.245,130.062,102888,4,0
357,0.619,0.42,8,-12.053,1,0.124,0.536,0.0683,0.127,0.0499,199.93,134256,4,0
358,0.707,0.67,2,-8.576,0,0.172,0.715,9.98E-05,0.102,0.384,119.945,136072,4,0
359,0.547,0.468,1,-13.953,0,0.0413,0.212,0.49,0.114,0.254,150.057,125466,3,0
360,0.476,0.399,2,-10.25,1,0.032,0.0166,0.171,0.266,0.182,114.962,208320,4,0
361,0.561,0.304,7,-15.826,0,0.0305,0.525,0.582,0.108,0.065,98.013,167880,4,0
362,0.622,0.771,5,-8.338,0,0.0551,0.299,0.158,0.114,0.6,131.023,127060,4,0
363,0.786,0.371,5,-11.264,1,0.0624,0.152,0.74,0.163,0.502,151.979,101512,4,0
364,0.597,0.281,5,-19.132,1,0.0513,0.97,0.956,0.1,0.176,130.047,50472,4,0
365,0.108,0.276,1,-24.706,1,0.0458,0.814,0.892,0.107,0.0379,66.319,199176,4,0
366,0.854,0.536,4,-10.632,0,0.0449,0.504,0.00459,0.077,0.1,109.998,126216,4,0
367,0.858,0.602,1,-9.894,1,0.0642,0.166,0.0458,0.121,0.252,121.988,95138,4,0
368,0.666,0.539,2,-9.678,1,0.0279,0.191,0.975,0.105,0.0338,116.998,102191,4,0
369,0.681,0.482,3,-10.54,1,0.0337,0.0359,9.80E-06,0.101,0.058,139.969,151719,4,0
370,0.825,0.265,2,-18.844,1,0.252,0.835,0.147,0.0995,0.543,99.294,116219,4,0
371,0.678,0.513,5,-11.587,1,0.0289,0.106,0.891,0.15,0.0738,117.963,155899,4,0
372,0.644,0.706,4,-8.049,1,0.205,0.0661,0.000812,0.457,0.413,79.982,114077,4,0
373,0.644,0.57,0,-6.234,1,0.0314,0.00493,9.26E-05,0.165,0.0869,104.022,110928,4,0
374,0.445,0.222,8,-17.521,0,0.0624,0.407,0.228,0.354,0.103,120.7,117474,4,0
375,0.674,0.316,0,-11.716,0,0.0405,0.258,0.857,0.0659,0.0857,89.988,153048,4,0
376,0.782,0.646,11,-10.71,1,0.0635,0.245,2.76E-06,0.127,0.0947,96.007,90619,4,0
377,0.892,0.49,8,-11.166,1,0.151,0.141,0.172,0.0825,0.127,104.99,135053,4,0
378,0.698,0.393,0,-14.805,0,0.0537,0.763,0.771,0.111,0.321,110.012,137691,3,0
379,0,0.34,2,-12.049,1,0,0.071,0.00268,0.146,0,0,87980,0,0
380,0.288,0.312,7,-11.394,0,0.0337,0.0229,0.825,0.356,0.1,109.92,299904,4,0
381,0.914,0.518,9,-6.982,1,0.13,0.017,0.0136,0.111,0.192,142.022,114960,4,0
382,0.905,0.51,11,-7.919,0,0.0499,0.0236,0.0047,0.344,0.218,109.988,133486,3,0
383,0.728,0.493,10,-8.871,0,0.0885,0.161,0.129,0.101,0.118,90.969,147048,4,0
384,0.648,0.294,11,-19.182,1,0.273,0.919,0.218,0.101,0.518,91.793,109091,4,0
385,0.883,0.633,6,-8.083,1,0.284,0.192,0.000273,0.225,0.589,140.041,56808,4,0
386,0.396,0.351,11,-7.839,0,0.0505,0.17,0.0127,0.241,0.257,89.953,123384,4,0
387,0.735,0.606,2,-11.822,0,0.0378,0.00897,0,0.347,0.0921,110.01,105587,4,0
388,0.822,0.368,9,-10.272,0,0.0411,0.388,0.0902,0.095,0.199,100.001,158400,4,0
389,0.263,0.0619,8,-25.91,0,0.0354,0.969,0.216,0.105,0.0581,79.338,41832,3,0
390,0.853,0.726,3,-7.414,0,0.0728,0.362,0.000329,0.11,0.821,136.073,140251,4,1
391,0.639,0.333,11,-11.709,1,0.0293,0.124,0.563,0.158,0.0812,126.975,125074,4,0
392,0.837,0.656,1,-7.05,1,0.0493,0.0077,0.0144,0.0984,0.127,120.565,140748,4,0
393,0.666,0.318,1,-12.221,1,0.0337,0.62,0.705,0.127,0.229,120.055,176744,4,0
394,0.768,0.523,0,-10.87,1,0.175,0.118,0.0444,0.107,0.595,129.954,123744,4,0
395,0.715,0.46,4,-9.582,0,0.0274,0.00933,0.0164,0.0693,0.22,111.957,153078,4,0
396,0.907,0.623,5,-8.888,1,0.0565,0.156,0.00621,0.0793,0.62,99.983,68400,4,0
397,0.619,0.749,9,-5.467,0,0.0528,0.238,6.68E-06,0.141,0.0367,120.063,160549,4,0
398,0.721,0.378,1,-12.922,1,0.118,0.288,0.00171,0.102,0.264,88.495,141432,4,0
399,0.69,0.4,1,-13.062,0,0.0332,0.199,0.0414,0.111,0.14,95.992,148402,4,0
400,0.685,0.612,2,-11.627,1,0.0881,0.021,0,0.133,0.81,119.988,134818,4,1
401,0.681,0.543,11,-8.793,0,0.0422,0.0299,0.0536,0.107,0.216,179.965,128470,4,0
402,0.638,0.534,2,-8.901,1,0.111,0.0398,0,0.132,0.131,179.953,97917,4,0
403,0.797,0.461,0,-11.025,1,0.123,0.115,0.0253,0.11,0.607,159.986,144222,4,0
404,0.26,0.176,0,-24.457,0,0.0419,0.963,0.765,0.104,0.0399,72.854,81789,5,0
405,0.703,0.354,9,-15.557,1,0.0383,0.371,0.357,0.0871,0.144,118.982,112744,4,0
406,0.687,0.836,0,-9.296,1,0.0875,0.217,0.00165,0.867,0.689,161.046,126360,4,0
407,0.606,0.535,5,-9.687,0,0.0262,0.254,0.257,0.13,0.0983,105.051,110054,4,1
408,0.519,0.556,0,-9.772,0,0.031,0.0709,2.08E-05,0.221,0.373,105.704,133000,4,0
409,0.69,0.803,7,-9.084,0,0.0915,0.577,6.49E-05,0.117,0.204,161.489,178224,4,0
410,0.937,0.387,7,-12.16,1,0.114,0.043,0.91,0.107,0.0377,117.01,139752,4,0
411,0.583,0.587,8,-12.828,1,0.0327,0.165,0.0846,0.0647,0.274,150.06,143386,4,0
412,0.413,0.352,5,-14.803,0,0.0299,0.82,0.0227,0.118,0.0506,83.53,115148,3,0
413,0.698,0.625,3,-11.345,0,0.0566,0.888,0.551,0.115,0.287,119.961,148820,4,0
414,0.464,0.064,4,-26.298,1,0.0507,0.927,0.706,0.108,0.11,114.469,88059,3,0
415,0.322,0.468,1,-10.058,0,0.0304,0.642,0.00101,0.124,0.172,86.687,100571,4,0
416,0.747,0.468,10,-9.59,1,0.0446,0.229,0.000638,0.119,0.659,143.966,120947,4,0
417,0.874,0.572,8,-8.949,0,0.0601,0.305,0.00103,0.0978,0.191,112.969,143386,4,0
418,0.825,0.377,0,-13.85,1,0.145,0.0618,0.00121,0.233,0.183,112.024,154176,4,0
419,0.596,0.378,1,-16.308,0,0.081,0.182,0.00107,0.288,0.514,110.088,201384,4,0
420,0.626,0.373,2,-13.439,1,0.0489,0.333,0.00888,0.109,0.0389,124.942,82808,4,0
421,0.677,0.497,11,-11.295,0,0.121,0.234,5.87E-06,0.0798,0.155,180.03,138552,4,0
422,0.727,0.45,5,-9.795,1,0.0351,0.422,0.184,0.0982,0.0739,116.98,111250,4,0
423,0.709,0.372,9,-13.611,1,0.0359,0.129,0.000154,0.104,0.0742,120.078,110054,4,0
424,0.778,0.307,0,-14.1,1,0.258,0.566,0.000151,0.154,0.0748,140.038,98064,4,0
425,0.588,0.436,2,-11.752,1,0.0304,0.319,0.00144,0.108,0.0345,175.903,107667,4,0
426,0.887,0.603,8,-8.031,1,0.053,0.018,0.635,0.118,0.0705,139.973,123375,4,0
427,0.657,0.361,5,-15.167,0,0.0306,0.162,0.0882,0.102,0.099,114.995,118282,4,0
428,0.61,0.272,5,-12.003,0,0.0403,0.566,0.154,0.0888,0.037,140.011,99667,4,0
429,0.788,0.27,11,-17.623,1,0.0742,0.669,0.359,0.138,0.219,115.006,103053,4,0
430,0.802,0.437,1,-12.52,1,0.031,0.587,0.000136,0.107,0.371,125.009,119066,4,0
431,0.622,0.62,11,-13.14,1,0.0371,0.0345,0.885,0.11,0.63,140.006,114469,4,0
432,0.754,0.575,1,-8.269,1,0.0541,0.0939,3.06E-06,0.192,0.167,109.012,140808,4,0
433,0.705,0.386,1,-10.866,0,0.0851,0.454,0.0249,0.114,0.394,92.981,144065,4,0
434,0.669,0.541,1,-14.287,0,0.0534,0.873,0.000838,0.326,0.514,122.817,94224,4,0
435,0.871,0.243,8,-13.622,0,0.0702,0.811,0.00913,0.0685,0.347,105.025,141774,4,0
436,0.766,0.589,3,-9.288,1,0.0495,0.0681,0.18,0.0999,0.589,132.006,117447,4,0
437,0.79,0.441,2,-11.313,1,0.0694,0.0353,0.27,0.0913,0.147,149.031,128736,4,0
438,0.911,0.426,1,-9.856,0,0.379,0.644,0.00428,0.118,0.677,130.151,73800,4,0
439,0.833,0.52,8,-7.017,0,0.0807,0.241,0.0256,0.12,0.59,149.98,127728,4,0
440,0.59,0.531,10,-10.743,0,0.047,0.193,0.000405,0.153,0.156,132.68,169392,4,0
441,0.637,0.518,11,-10.124,0,0.0317,0.00826,0.345,0.114,0.332,115.999,191817,4,1
442,0.57,0.518,8,-12.438,0,0.0512,0.261,0.0237,0.187,0.226,132.96,185937,4,0
443,0.728,0.533,1,-6.162,0,0.538,0.165,4.54E-05,0.147,0.317,81.051,85560,4,0
444,0.716,0.504,7,-10.492,1,0.0321,0.12,0.488,0.112,0.364,125.566,146730,4,0
445,0.511,0.465,5,-17.161,0,0.0389,0.0576,0.875,0.217,0.221,122.451,35736,4,0
446,0.704,0.242,4,-16.176,0,0.0541,0.844,0.459,0.111,0.035,100.024,117312,4,0
447,0.619,0.396,10,-12.571,1,0.0392,0.726,0.772,0.111,0.0368,119.968,134740,4,0
448,0.653,0.47,2,-12.464,1,0.0753,0.251,1.47E-05,0.238,0.433,123.204,132667,4,0
449,0.511,0.499,1,-9.898,0,0.0324,0.201,0.932,0.149,0.199,136.104,134500,4,0
450,0.654,0.643,8,-7.902,0,0.136,0.0461,0,0.128,0.427,150.032,141140,4,0
451,0.312,0.0416,6,-18.268,1,0.0377,0.96,0.531,0.129,0.22,76.225,75816,4,0
452,0.597,0.327,6,-13.288,1,0.0339,0.436,0.0318,0.103,0.163,125.007,123216,4,1
453,0.69,0.698,0,-10.254,1,0.0498,0.0519,0.207,0.433,0.039,125.988,107472,4,0
454,0.575,0.503,7,-11.605,0,0.0524,0.47,0.47,0.111,0.258,120.024,176118,4,0
455,0.826,0.311,11,-14.227,1,0.113,0.251,0.00172,0.106,0.41,122.719,110576,4,0
456,0.819,0.288,1,-12.311,1,0.0996,0.00687,0.853,0.0752,0.929,120.487,191400,4,0
457,0.803,0.644,11,-7.346,0,0.0879,0.136,7.84E-05,0.11,0.493,149.887,89652,3,0
458,0.723,0.598,0,-10.42,0,0.13,0.463,1.17E-06,0.108,0.654,88.004,163584,4,0
459,0.495,0.566,5,-12.883,0,0.381,0.975,0.000962,0.661,0.23,75.496,215333,4,0
460,0.563,0.771,10,-3.224,0,0.0873,0.0831,0.00086,0.494,0.175,149.859,79000,3,0
461,0.544,0.759,7,-8.815,1,0.132,0.0955,0.0024,0.0947,0.725,115.981,121887,4,0
462,0.68,0.208,10,-15.414,1,0.0366,0.347,0.0047,0.15,0.043,88.176,109333,4,0
463,0.845,0.629,5,-7.752,1,0.0735,0.0133,0.00105,0.102,0.157,125.98,106320,4,0
464,0.732,0.4,8,-9.303,1,0.0429,0.000471,4.15E-05,0.131,0.034,135.971,120555,4,0
465,0.383,0.513,1,-8.713,1,0.0677,0.0182,0.000127,0.122,0.0796,139.562,123500,3,1
466,0.374,0.841,5,-6.86,1,0.0514,0.138,0.938,0.572,0.613,140.179,75076,4,0
467,0.556,0.311,9,-17.362,0,0.0275,0.533,0.936,0.145,0.0663,100.052,153731,3,0
468,0.848,0.496,8,-11.166,0,0.241,0.0802,0.103,0.151,0.467,149.928,140232,4,1
469,0.804,0.52,3,-9.852,0,0.0727,0.604,0.000136,0.129,0.279,115.964,148944,4,0
470,0.712,0.553,10,-9.389,1,0.0326,0.0158,0,0.111,0.243,135.015,163683,4,0
471,0.591,0.472,1,-13.028,1,0.0352,0.422,0.00531,0.117,0.695,134.991,109968,4,0
472,0.726,0.63,11,-8.701,0,0.0703,0.0259,0,0.141,0.355,139.966,192000,4,0
473,0.783,0.348,6,-11.345,1,0.046,0.81,0.00833,0.115,0.445,137.988,174384,4,0
474,0.675,0.463,8,-13.712,1,0.034,0.282,0.428,0.0925,0.0606,120.02,160052,4,0
475,0.484,0.252,8,-19.449,1,0.286,0.883,0.00156,0.0979,0.326,187.967,150230,3,0
476,0.424,0.466,8,-11.891,1,0.053,0.952,0.158,0.121,0.386,112.088,120555,4,0
477,0.838,0.67,0,-9.729,1,0.0491,0.00566,0.307,0.0724,0.598,160.023,167811,4,0
478,0.775,0.61,1,-7.946,1,0.0546,0.167,0.933,0.0875,0.489,159.93,116640,4,0
479,0.817,0.292,5,-9.911,1,0.0463,0.509,0.0232,0.112,0.063,110.034,121652,4,0
480,0.793,0.618,1,-8.91,1,0.0379,0.167,0,0.132,0.226,140.042,95833,4,0
481,0.806,0.527,10,-11.712,0,0.0585,0.191,0.0334,0.116,0.356,129.967,191750,4,0
482,0.48,0.385,4,-14.829,0,0.158,0.0436,0.0729,0.0901,0.149,75.008,152616,4,0
483,0.403,0.543,4,-12.955,0,0.142,0.507,0.0805,0.121,0.147,92.504,160750,4,0
484,0.613,0.413,6,-10.76,0,0.0277,0.691,5.48E-05,0.331,0.593,126.212,76722,4,0
485,0.611,0.726,7,-8.411,1,0.0718,0.0687,9.98E-06,0.254,0.173,128.001,142576,4,0
486,0.806,0.543,1,-13.784,1,0.0567,0.47,1.25E-05,0.106,0.271,99.996,105501,4,0
487,0.79,0.554,11,-12.369,1,0.0482,0.836,8.45E-06,0.0695,0.463,125.948,154619,4,0
488,0.743,0.395,11,-14.145,0,0.034,0.638,0.0987,0.103,0.337,121.956,111312,4,0
489,0.645,0.533,10,-12.564,0,0.0379,0.48,0.72,0.272,0.106,154.068,99960,4,0
490,0.606,0.618,3,-10.817,0,0.0434,0.268,4.22E-05,0.143,0.425,144.997,133750,4,0
491,0.751,0.616,2,-15.131,1,0.111,0.715,0.00284,0.0897,0.343,111.985,139128,4,0
492,0.84,0.553,0,-12.398,1,0.0509,0.489,0.86,0.0842,0.0661,120.036,192048,4,0
493,0.456,0.2,11,-18.493,0,0.0306,0.926,0.591,0.113,0.543,71.131,130000,4,0
494,0.871,0.502,8,-9.344,0,0.0538,0.0701,0.0037,0.116,0.497,130.024,119510,4,0
495,0.624,0.787,10,-10.48,0,0.158,0.0205,0.336,0.34,0.813,83.5,88728,4,0
496,0.617,0.409,7,-11.79,1,0.0292,0.405,0.000178,0.116,0.106,104.972,129149,4,0
497,0.894,0.368,8,-11.543,1,0.207,0.19,0.116,0.114,0.119,102.507,132000,4,0
498,0.688,0.541,5,-9.904,0,0.0472,0.188,0.000116,0.0798,0.291,142.03,82896,4,0
499,0.556,0.225,7,-16.489,1,0.0344,0.522,0.558,0.101,0.0799,96.038,108048,1,0
500,0.692,0.688,5,-7.982,1,0.108,0.558,1.39E-05,0.325,0.353,95.526,151693,4,0
501,0.787,0.426,5,-9.247,0,0.0483,0.194,0.00391,0.0992,0.687,137.006,126067,4,0
502,0.803,0.454,1,-10.918,1,0.0417,0.0602,0.364,0.135,0.174,112.006,107304,4,0
503,0.847,0.601,11,-6.311,0,0.103,0.163,0.787,0.11,0.548,139.996,75429,4,0
504,0.748,0.439,2,-9.695,1,0.0451,0.0824,5.57E-06,0.0828,0.213,140.011,82704,4,0
505,0.677,0.547,4,-11.099,1,0.0669,0.918,3.99E-06,0.161,0.409,120.073,131187,4,0
506,0.569,0.147,8,-21.249,1,0.4,0.899,0.000353,0.215,0.839,93.12,106608,4,0
507,0.713,0.475,1,-9.48,1,0.0489,0.521,2.75E-05,0.175,0.547,119.915,112065,4,0
508,0.688,0.294,1,-13,1,0.0836,0.526,0.036,0.105,0.191,127.994,149064,4,0
509,0.721,0.338,8,-14.09,1,0.302,0.662,0.706,0.113,0.179,127.893,109558,5,0
510,0.881,0.457,4,-8.948,0,0.0625,0.443,0.0193,0.18,0.293,120.023,116112,4,0
511,0.61,0.189,2,-18.438,0,0.0296,0.734,0.75,0.11,0.0373,111.006,126720,4,0
512,0.834,0.679,2,-6.829,1,0.0388,0.697,0,0.12,0.362,129.062,119014,4,0
513,0.779,0.583,2,-9.606,1,0.0374,0.251,0.000127,0.198,0.189,129.974,112222,4,0
514,0.84,0.494,10,-6.787,0,0.184,0.179,0.000243,0.202,0.34,114.986,77401,4,1
515,0.783,0.192,1,-13.094,1,0.0804,0.37,0.478,0.105,0.119,136.068,113006,4,0
516,0.783,0.796,6,-8.76,1,0.0461,0.7,0.353,0.0751,0.553,130.001,150152,4,0
517,0.752,0.437,10,-11.482,0,0.189,0.255,0.633,0.117,0.0399,130.211,89736,4,0
518,0.574,0.367,0,-13.631,0,0.0504,0.886,0.000163,0.112,0.169,98.855,164856,4,0
519,0.732,0.35,2,-12.875,1,0.21,0.0654,0.46,0.0934,0.0689,75.527,114504,4,0
520,0.849,0.595,4,-7.395,0,0.0354,0.256,0,0.108,0.357,125,139311,4,0
521,0.451,0.52,9,-11.778,0,0.487,0.0652,0,0.339,0.234,170.003,130560,4,0
522,0.908,0.503,11,-7.711,1,0.0474,0.0602,0.00149,0.0808,0.294,119.992,184250,4,0
523,0.82,0.654,9,-9.406,0,0.0892,0.00959,0.511,0.096,0.366,148.046,129776,4,0
